pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,wordscore,sentscore,letterscore,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_wordscore,r2_sentscore,r2_letterscore,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
9651001,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,13,0,0,51.46484,0.974068,-0.0162141,0,1,0,0,1,0,0.48179,64.0625,65,13,0,0,0,0,0,0,0,0,0,4,5,0,9,9,-0.032926,0.9860029,-0.2455202,1.002665,-0.355588,1.039018,-0.1089553,0.9779648,0,10,0,0,4,0,0,1.371429,0,0.3428572,11,5,4,2,11.34286
9651002,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,10,1,0,49.79167,1.060969,0.017295,0,1,0,0,0,1,0.8523976,79.6875,80,16,0,0,2,9,0,1.2,3.085714,0,1.071429,5,4,0,9,10.07143,-0.0138823,1.070013,0.2185024,1.046918,0.2476083,1.001348,0.1471474,1.077393,0,12,0,0,8,0,0,2.742857,0,0.6857143,10,5,5,0,10.68571
9651003,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,12,0,0,51.46484,0.974068,-0.0162141,0,1,0,0,1,0,0.3335469,57.8125,58,12,0,10,0,11,0,0,3.771429,0,3.442857,4,5,2,11,14.44286,-0.0279894,0.9886507,-0.2975423,0.9879792,-0.3994292,0.9971419,-0.157711,0.9962656,0,12,0,8,19,0,4.8,6.514286,0,2.828571,13,6,5,2,15.82857
9651004,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,11,1,0,49.79167,1.060969,0.017295,0,1,0,0,0,1,1.519491,95.3125,96,20,0,0,0,13,0,0,4.457143,0,1.114286,5,6,0,11,12.11429,-0.0403304,1.038154,0.2074042,1.05493,0.2284061,1.007398,0.1467864,1.077676,0,10,6,6,26,0,3.6,8.914286,0,4.628572,17,8,6,3,21.62857
9651005,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,11,0,0,51.46484,0.974068,-0.0162141,1,0,0,1,0,0,-1.593613,25,25,5,0,0,0,3,0,0,1.028571,0,0.2571429,3,3,0,6,6.257143,0.036873,0.9359873,-0.2210486,0.9911121,-0.2986147,1.050937,-0.1125688,0.980981,0,11,8,5,6,0,3,2.057143,0,3.264286,8,3,5,0,11.26429
9651006,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,11,1,0,49.79167,1.060969,0.017295,1,0,1,0,0,0,-0.8523976,21.875,22,5,0,8,14,3,0,8.4,1.028571,0,4.357143,4,2,0,6,10.35714,0.0507849,1.067759,0.2169014,1.048217,0.2831171,0.9660087,0.1211338,1.091612,0,8,0,0,4,1,0,1.371429,2.4,0.9428571,12,5,6,1,12.94286
9651008,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,11,1,0,49.79167,1.060969,0.017295,1,0,0,1,0,0,-0.9265192,29.6875,30,6,0,0,0,0,0,0,0,0,0,4,1,0,5,5,0.0537219,1.065087,0.2501489,1.01257,0.2973322,0.9453841,0.1564065,1.06935,0,11,0,12,6,0,7.2,2.057143,0,2.314286,9,7,2,0,11.31429
9651010,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,11,1,0,49.79167,1.060969,0.017295,1,0,0,1,0,0,-0.2594254,32.8125,33,7,0,6,0,9,0,0,3.085714,0,2.271429,5,3,3,11,13.27143,0.0279682,1.080946,0.2014518,1.058213,0.2284061,1.007398,0.1372797,1.0843,0,7,6,0,7,0,0,2.4,0,2.1,13,7,6,0,15.1
9651011,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,11,0,0,51.46484,0.974068,-0.0162141,1,0,0,1,0,0,-0.0370608,42.1875,43,9,0,8,8,0,0,4.8,0,0,3.2,5,6,0,11,14.2,-0.01579,0.9913168,-0.2950884,0.9896917,-0.3994292,0.9971419,-0.1542179,0.9964509,0,10,0,0,8,0,0,2.742857,0,0.6857143,12,5,5,2,12.68571
9651012,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,10,1,0,49.79167,1.060969,0.017295,0,1,0,0,0,1,1.556552,98.4375,99,20,0,24,5,3,0,3,1.028571,0,7.007143,4,3,0,7,14.00714,-0.0418667,1.035656,0.1977807,1.05985,0.2702147,0.9817426,0.1019294,1.092977,0,8,24,24,45,7,14.4,15.42857,16.8,17.65714,19,9,7,3,36.65714
9651014,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,0,10,1,0,49.79167,1.060969,0.017295,0,1,0,0,1,0,0.1111823,51.5625,52,11,0,8,8,0,0,4.8,0,0,3.2,5,6,0,11,14.2,0.0140576,1.08242,0.1968322,1.060221,0.2284061,1.007398,0.1299517,1.088259,0,8,0,0,3,0,0,1.028571,0,0.2571429,10,5,4,1,10.25714
9651015,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,1,9,0,0,51.46484,0.974068,-0.0162141,0,1,0,0,1,0,0.1111823,68.75,69,14,0,0,0,14,2,0,4.8,4.8,2.4,5,4,1,10,12.4,-0.0206525,0.9909174,-0.277334,0.9992384,-0.3767791,1.02186,-0.1427931,0.9955293,0,9,6,0,36,5,0,12.34286,12,7.585714,13,6,6,1,20.58571
9651016,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,1,10,1,0,49.79167,1.060969,0.017295,1,0,0,1,0,0,-0.0370608,40.625,41,9,0,0,8,55,1,4.8,18.85714,2.4,6.514286,3,2,0,5,11.51429,0.0196076,1.082431,0.2105822,1.052878,0.2973322,0.9453841,0.1054186,1.093386,0,9,0,1,36,0,0.6,12.34286,0,3.235714,11,5,4,2,14.23571
9651019,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,1,10,0,0,51.46484,0.974068,-0.0162141,0,1,0,0,0,1,1.223005,85.9375,86,18,0,0,4,0,0,2.4,0,0,0.6,2,0,0,2,2.6,-0.0586159,0.9575105,-0.1893762,0.951949,-0.2322463,0.9588237,-0.117387,0.9845565,1,,,,,,,,,,,,,,
9651020,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,1,8,1,0,49.79167,1.060969,0.017295,0,1,0,0,0,1,1.408309,90.625,91,19,0,8,0,10,7,0,3.428571,16.8,7.057143,8,6,3,17,24.05714,-0.0357726,1.045132,0.1543563,1.046535,0.186108,0.9277927,0.101577,1.092918,0,10,8,5,40,5,3,13.71429,12,9.178572,16,9,5,2,25.17857
9651024,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,1,8,1,0,49.79167,1.060969,0.017295,0,1,0,0,1,0,0.4076684,60.9375,61,13,0,24,28,68,10,16.8,23.31429,24,22.02857,8,6,2,16,38.02857,0.0029583,1.079987,0.106981,0.7544311,0.1916727,0.956076,-0.0160766,0.6660779,0,8,6,28,55,8,16.8,18.85714,19.2,15.21429,20,7,8,5,35.21429
9651027,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,1,8,0,0,51.46484,0.974068,-0.0162141,1,0,1,0,0,0,-0.96358,17.1875,18,4,0,0,8,6,0,4.8,2.057143,0,1.714286,1,0,0,1,2.714286,0.0148139,0.973075,-0.1903571,0.9536672,-0.2165382,0.9029276,-0.1330792,0.9928388,0,9,0,10,6,0,6,2.057143,0,2.014286,1,1,0,0,3.014286
9651028,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,1,7,1,0,49.79167,1.060969,0.017295,0,1,0,0,1,0,0.630033,71.875,72,15,0,0,0,16,0,0,5.485714,0,1.371429,4,5,2,11,12.37143,-0.005416,1.07599,0.2060619,1.055736,0.2284061,1.007398,0.1446342,1.079318,0,8,0,0,30,0,0,10.28571,0,2.571429,15,6,6,3,17.57143
9651031,965,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,1,1,10,0,0,51.46484,0.974068,-0.0162141,0,1,0,0,0,1,1.148884,82.8125,83,17,0,20,13,51,9,7.8,17.48571,21.6,16.72143,7,3,1,11,27.72143,-0.0559434,0.9616447,-0.4685993,0.6307927,-0.3994292,0.9971419,-0.4109589,0.2765786,0,5,24,36,50,10,21.6,17.14286,24,21.68571,18,7,8,3,39.68571
9661003,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,11,0,0,,,,,,,,,1,,,,,0,8,0,19,0,0,6.514286,0,3.628572,3,1,0,4,7.628572,,,,,,,,,0,12,4,12,13,2,7.2,4.457143,4.8,5.114285,14,7,5,2,19.11428
9661004,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,11,1,0,,,,,,,,,1,,,,,0,8,0,6,4,0,2.057143,9.6,4.914286,7,6,3,16,20.91429,,,,,,,,,0,12,0,6,7,0,3.6,2.4,0,1.5,18,8,7,3,19.5
9661005,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,0,0,,,,,,,,,1,,,,,0,3,0,12,0,0,4.114286,0,1.778571,0,1,0,1,2.778572,,,,,,,,,0,11,2,0,10,0,0,3.428571,0,1.357143,9,4,5,0,10.35714
9661006,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,1,0,,,,,,,,,1,,,,,0,0,6,8,1,3.6,2.742857,2.4,2.185714,2,3,0,5,7.185714,,,,,,,,,0,9,8,5,23,4,3,7.885714,9.6,7.121428,14,7,4,3,21.12143
9661007,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,11,0,0,,,,,,,,,1,,,,,0,6,0,14,2,0,4.8,4.8,3.9,3,4,0,7,10.9,,,,,,,,,0,9,22,0,22,5,0,7.542857,12,10.38571,12,8,4,0,22.38572
9661008,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,1,0,,,,,,,,,1,,,,,0,7,0,31,5,0,10.62857,12,7.407143,3,1,0,4,11.40714,,,,,,,,,0,11,16,7,26,7,4.2,8.914286,16.8,11.47857,12,4,5,3,23.47857
9661009,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,0,0,,,,,,,,,1,,,,,0,0,0,3,0,0,1.028571,0,0.2571429,3,0,0,3,3.257143,,,,,,,,,0,10,0,0,4,1,0,1.371429,2.4,0.9428571,9,5,4,0,9.942857
9661011,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,0,0,,,,,,,,,1,,,,,0,0,2,0,0,1.2,0,0,0.3,2,4,1,7,7.3,,,,,,,,,0,9,6,0,16,4,0,5.485714,9.6,5.271429,9,3,5,1,14.27143
9661012,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,1,0,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,4,5,0,9,9,,,,,,,,,0,10,22,0,0,7,0,0,16.8,9.7,13,5,5,3,22.7
9661013,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,0,0,,,,,,,,,1,,,,,0,0,2,1,0,1.2,0.3428572,0,0.3857143,5,4,0,9,9.385715,,,,,,,,,0,10,0,8,0,0,4.8,0,0,1.2,4,3,1,0,5.2
9661014,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,8,1,0,,,,,,,,,1,,,,,0,8,4,10,0,2.4,3.428571,0,3.457143,6,2,0,8,11.45714,,,,,,,,,1,,,,,,,,,,,,,,
9661015,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,0,0,,,,,,,,,1,,,,,0,0,0,0,1,0,0,2.4,0.6,3,4,0,7,7.6,,,,,,,,,0,10,12,2,36,4,1.2,12.34286,9.6,8.785715,6,0,4,2,14.78572
9661016,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,11,1,0,,,,,,,,,1,,,,,0,14,0,8,6,0,2.742857,14.4,7.785714,5,5,3,13,20.78571,,,,,,,,,0,10,24,4,43,7,2.4,14.74286,16.8,14.48571,16,8,5,3,30.48571
9661017,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,12,0,0,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,6,2,0,8,8,,,,,,,,,1,,,,,,,,,,,,,,
9661018,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,11,1,0,,,,,,,,,1,,,,,0,6,0,14,2,0,4.8,4.8,3.9,5,4,3,12,15.9,,,,,,,,,0,11,16,0,29,4,0,9.942857,9.6,8.885714,12,7,4,1,20.88571
9661019,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,11,0,0,,,,,,,,,1,,,,,0,4,0,14,3,0,4.8,7.2,4,2,0,0,2,6,,,,,,,,,0,12,2,4,7,1,2.4,2.4,2.4,2.3,10,5,5,0,12.3
9661020,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,1,0,,,,,,,,,1,,,,,0,10,1,46,1,0.6,15.77143,2.4,7.192857,5,6,3,14,21.19286,,,,,,,,,0,11,0,0,41,1,0,14.05714,2.4,4.114286,4,2,2,0,8.114286
9661021,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,0,0,,,,,,,,,1,,,,,0,4,0,2,1,0,0.6857143,2.4,1.771429,2,1,1,4,5.771429,,,,,,,,,0,10,0,6,0,0,3.6,0,0,0.9,1,1,0,0,1.9
9661022,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,1,0,,,,,,,,,1,,,,,0,0,4,12,0,2.4,4.114286,0,1.628572,2,6,1,9,10.62857,,,,,,,,,0,10,0,6,10,3,3.6,3.428571,7.2,3.557143,15,6,7,2,18.55714
9661023,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,0,0,,,,,,,,,1,,,,,0,0,7,8,0,4.2,2.742857,0,1.735714,4,2,0,6,7.735714,,,,,,,,,0,10,6,8,10,1,4.8,3.428571,2.4,4.157143,9,4,3,2,13.15714
9661024,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,1,0,,,,,,,,,1,,,,,0,14,0,29,6,0,9.942857,14.4,9.585714,8,5,1,14,23.58571,,,,,,,,,0,11,24,8,39,5,4.8,13.37143,12,13.54286,14,6,6,2,27.54286
9661025,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,11,0,0,,,,,,,,,1,,,,,0,6,4,0,0,2.4,0,0,2.1,3,4,0,7,9.1,,,,,,,,,0,12,4,0,5,2,0,1.714286,4.8,2.628572,15,6,6,3,17.62857
9661026,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,1,0,,,,,,,,,1,,,,,0,0,2,10,0,1.2,3.428571,0,1.157143,3,2,0,5,6.157143,,,,,,,,,0,9,0,0,9,0,0,3.085714,0,0.7714286,11,6,3,2,11.77143
9661027,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,0,0,,,,,,,,,1,,,,,0,1,2,5,0,1.2,1.714286,0,0.9785714,4,3,0,7,7.978571,,,,,,,,,0,8,12,0,0,7,0,0,16.8,7.2,12,6,6,0,19.2
9661030,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,1,0,,,,,,,,,1,,,,,0,0,0,18,0,0,6.171429,0,1.542857,4,3,3,10,11.54286,,,,,,,,,0,8,4,0,31,2,0,10.62857,4.8,4.857143,19,8,8,3,23.85714
9661031,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,0,0,,,,,,,,,1,,,,,0,2,2,15,0,1.2,5.142857,0,2.085714,3,6,3,12,14.08571,,,,,,,,,0,11,20,11,39,5,6.6,13.37143,12,12.99286,20,8,9,3,32.99286
9661033,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,0,0,,,,,,,,,1,,,,,0,10,7,37,4,4.2,12.68571,9.6,9.121429,7,6,3,16,25.12143,,,,,,,,,0,9,24,5,49,9,3,16.8,21.6,16.35,16,6,6,4,32.35
9661034,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,12,1,0,,,,,,,,,1,,,,,0,2,8,0,0,4.8,0,0,1.7,1,0,0,1,2.7,,,,,,,,,0,13,0,4,0,0,2.4,0,0,0.6,2,2,0,0,2.6
9661035,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,11,0,0,,,,,,,,,1,,,,,0,22,26,54,6,15.6,18.51429,14.4,17.62857,5,4,3,12,29.62857,,,,,,,,,0,11,24,30,65,7,18,22.28572,16.8,20.27143,12,5,5,2,32.27143
9661036,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,1,0,,,,,,,,,1,,,,,0,8,0,25,2,0,8.571428,4.8,5.342857,6,5,3,14,19.34286,,,,,,,,,0,11,16,5,47,8,3,16.11429,19.2,13.57857,18,7,8,3,31.57857
9661037,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,0,0,,,,,,,,,1,,,,,0,20,6,39,8,3.6,13.37143,19.2,14.04286,5,6,3,14,28.04286,,,,,,,,,0,10,20,13,48,10,7.8,16.45714,24,17.06429,9,2,5,2,26.06429
9661038,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,0,0,,,,,,,,,1,,,,,0,20,6,30,8,3.6,10.28571,19.2,13.27143,5,5,3,13,26.27143,,,,,,,,,0,8,24,32,53,8,19.2,18.17143,19.2,20.14286,17,8,6,3,37.14286
9661040,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,9,0,0,,,,,,,,,1,,,,,0,0,8,10,0,4.8,3.428571,0,2.057143,4,1,0,5,7.057143,,,,,,,,,0,11,0,5,16,1,3,5.485714,2.4,2.721428,12,9,1,2,14.72143
9661041,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,1,0,,,,,,,,,1,,,,,0,2,2,15,1,1.2,5.142857,2.4,2.685714,8,3,2,13,15.68571,,,,,,,,,0,8,0,0,27,0,0,9.257143,0,2.314286,19,9,7,3,21.31429
9661042,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,0,0,,,,,,,,,1,,,,,0,20,7,58,7,4.2,19.88571,16.8,15.22143,4,5,3,12,27.22143,,,,,,,,,0,9,24,17,58,9,10.2,19.88571,21.6,18.92143,16,6,7,3,34.92143
9661043,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,1,0,,,,,,,,,1,,,,,0,0,10,0,1,6,0,2.4,2.1,3,1,1,5,7.1,,,,,,,,,0,10,4,4,1,1,2.4,0.3428572,2.4,2.285714,5,5,0,0,7.285714
9661044,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,0,0,,,,,,,,,1,,,,,0,2,0,9,2,0,3.085714,4.8,2.471429,5,5,0,10,12.47143,,,,,,,,,0,11,4,7,18,4,4.2,6.171429,9.6,5.992857,15,7,5,3,20.99286
9661045,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,11,1,0,,,,,,,,,1,,,,,0,7,0,0,0,0,0,0,1.75,1,0,0,1,2.75,,,,,,,,,0,9,0,0,8,0,0,2.742857,0,0.6857143,3,2,1,0,3.685714
9661046,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,0,0,,,,,,,,,1,,,,,0,22,9,51,10,5.4,17.48571,24,17.22143,8,6,3,17,34.22143,,,,,,,,,1,,,,,,,,,,,,,,
9661047,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,1,0,,,,,,,,,1,,,,,0,12,4,22,1,2.4,7.542857,2.4,6.085714,3,5,1,9,15.08571,,,,,,,,,0,10,10,0,20,2,0,6.857143,4.8,5.414286,16,8,5,3,21.41429
9661048,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,7,0,0,,,,,,,,,1,,,,,0,10,0,30,6,0,10.28571,14.4,8.671429,5,3,2,10,18.67143,,,,,,,,,0,8,22,38,61,6,22.8,20.91429,14.4,20.02857,11,4,4,3,31.02857
9661049,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,11,1,0,,,,,,,,,1,,,,,0,0,0,0,1,0,0,2.4,0.6,5,6,1,12,12.6,,,,,,,,,0,10,12,7,33,2,4.2,11.31429,4.8,8.078571,10,1,6,3,18.07857
9661050,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,9,0,0,,,,,,,,,1,,,,,0,0,6,0,0,3.6,0,0,0.9,4,4,2,10,10.9,,,,,,,,,0,9,10,0,13,0,0,4.457143,0,3.614286,1,1,0,0,4.614285
9661051,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,11,1,0,,,,,,,,,1,,,,,0,8,2,20,1,1.2,6.857143,2.4,4.614285,6,6,1,13,17.61428,,,,,,,,,0,11,14,6,41,5,3.6,14.05714,12,10.91429,18,9,6,3,28.91429
9661052,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,9,0,0,,,,,,,,,1,,,,,0,0,0,9,0,0,3.085714,0,0.7714286,2,3,0,5,5.771429,,,,,,,,,0,10,2,0,35,0,0,12,0,3.5,9,4,5,0,12.5
9661053,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,7,1,0,,,,,,,,,1,,,,,0,0,1,23,2,0.6,7.885714,4.8,3.321429,8,6,3,17,20.32143,,,,,,,,,0,8,22,3,40,5,1.8,13.71429,12,12.37857,19,8,8,3,31.37857
9661054,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,11,0,0,,,,,,,,,1,,,,,0,0,4,16,0,2.4,5.485714,0,1.971429,5,5,1,11,12.97143,,,,,,,,,0,11,4,0,32,3,0,10.97143,7.2,5.542857,19,8,8,3,24.54286
9661055,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,9,1,0,,,,,,,,,1,,,,,0,8,0,24,0,0,8.228572,0,4.057143,3,2,0,5,9.057143,,,,,,,,,0,8,18,8,52,7,4.8,17.82857,16.8,14.35714,12,4,6,2,26.35714
9661056,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,9,0,0,,,,,,,,,1,,,,,0,18,8,29,6,4.8,9.942857,14.4,11.78571,6,6,1,13,24.78571,,,,,,,,,0,9,24,28,22,9,16.8,7.542857,21.6,17.48571,14,7,5,2,31.48571
9661059,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,1,0,,,,,,,,,1,,,,,0,0,12,0,0,7.2,0,0,1.8,0,2,0,2,3.8,,,,,,,,,0,12,6,0,4,3,0,1.371429,7.2,3.642857,10,5,5,0,13.64286
9661063,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,1,0,,,,,,,,,1,,,,,0,18,24,62,9,14.4,21.25714,21.6,18.81429,7,6,3,16,34.81429,,,,,,,,,0,10,24,30,57,9,18,19.54286,21.6,20.78571,20,9,9,2,40.78571
9661064,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,0,0,,,,,,,,,1,,,,,0,2,10,0,0,6,0,0,2,0,1,1,2,4,,,,,,,,,0,9,8,3,15,5,1.8,5.142857,12,6.735714,12,5,5,2,18.73571
9661065,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,1,0,,,,,,,,,1,,,,,0,0,0,3,0,0,1.028571,0,0.2571429,1,5,5,11,11.25714,,,,,,,,,0,10,0,8,13,1,4.8,4.457143,2.4,2.914286,9,1,6,2,11.91429
9661066,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,0,0,,,,,,,,,1,,,,,0,0,8,0,0,4.8,0,0,1.2,0,0,0,0,1.2,,,,,,,,,0,8,0,4,10,0,2.4,3.428571,0,1.457143,1,1,0,0,2.457143
9661068,966,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,0,0,,,,,,,,,1,,,,,0,20,5,42,7,3,14.4,16.8,13.55,2,5,2,9,22.55,,,,,,,,,0,8,22,16,65,8,9.6,22.28572,19.2,18.27143,16,8,5,3,34.27143
9691002,969,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,12,0,0,48.3397,1.080665,-0.0789069,0,1,0,0,0,1,1.05533,84.06593,85,17,0,6,0,0,0,0,0,0,1.5,3,0,0,3,4.5,-0.1176812,1.108167,-0.1262641,0.8016685,-0.0453006,0.9513528,-0.1873952,0.7610487,1,,,,,,,,,,,,,,
9691005,969,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,0,0,48.3397,1.080665,-0.0789069,0,1,0,0,1,0,0.4690953,68.68132,69,14,0,6,0,0,0,0,0,0,1.5,2,0,0,2,3.5,-0.1100968,1.113404,-0.1229144,0.7979886,-0.0398564,0.9450731,-0.1873952,0.7610487,0,11,10,2,62,3,1.2,21.25714,7.2,9.914286,10,4,1,5,19.91429
9691006,969,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,9,0,0,48.3397,1.080665,-0.0789069,0,1,0,0,1,0,0.1759778,54.94505,55,11,0,0,0,0,0,0,0,0,0,5,5,0,10,10,-0.1064956,1.11485,-0.1456974,0.8034418,-0.0847491,0.946233,-0.1775917,0.7565904,1,,,,,,,,,,,,,,
9691008,969,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,,0,0,48.3397,1.080665,-0.0789069,1,0,1,0,0,0,-1.97355,2.74725,3,1,0,0,0,0,0,0,0,0,0,3,1,0,4,4,-0.0828744,1.101796,-0.1245833,0.799964,-0.0507542,0.9557772,-0.1775917,0.7565904,0,10,0,0,0,0,0,0,0,0,3,3,0,0,3
9691010,969,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,9,0,0,48.3397,1.080665,-0.0789069,1,0,1,0,0,0,-2.462079,1.648355,2,1,0,0,8,4,0,4.8,1.371429,0,1.542857,1,1,0,2,3.542857,-0.0779813,1.092181,-0.1230569,0.7981687,-0.0398564,0.9450731,-0.1876857,0.7610363,0,7,0,2,0,0,1.2,0,0,0.3,4,3,0,1,4.3
9691016,969,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,9,0,0,48.3397,1.080665,-0.0789069,0,1,0,0,0,1,1.348448,92.85714,93,19,0,0,0,14,0,0,4.8,0,1.2,3,0,0,3,4.2,-0.1216916,1.104308,-0.1252542,0.800678,-0.0453006,0.9513528,-0.1853783,0.7609206,0,10,0,6,13,2,3.6,4.457143,4.8,3.214286,11,4,5,2,14.21429
9691018,969,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,11,0,0,48.3397,1.080665,-0.0789069,1,0,1,0,0,0,-0.8010804,18.13186,19,4,0,2,8,0,0,4.8,0,0,1.7,0,0,0,0,1.7,-0.0952387,1.114228,-0.1169955,0.7885414,-0.0289174,0.9263415,-0.1887563,0.7609249,1,,,,,,,,,,,,,,
9691021,969,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,0,0,48.3397,1.080665,-0.0789069,0,1,0,0,1,0,0.1759778,51.64835,52,11,0,0,0,0,0,0,0,0,0,4,5,2,11,11,-0.1064956,1.11485,-0.1494549,0.8004633,-0.0908209,0.9383785,-0.1775917,0.7565904,0,9,0,10,27,1,6,9.257143,2.4,4.414286,21,8,9,4,25.41429
